PuzzleId,FEN,Moves,Rating,Themes
eulE8,8/4kp2/3p1p1p/p7/8/3B3P/r4PP1/4K3 b - - 1 30,e7e6 d3c4 e6e7 c4a2,773,advantage endgame fork short
hfHMo,3r2k1/pp3pp1/7p/8/P7/1P6/3pRPPP/2rR2K1 w - - 2 30,e2d2 c1d1 d2d1 d8d1,773,backRankMate endgame mate mateIn2 rookEndgame short xRayAttack
ZE88W,1Q6/1P3ppk/4p1p1/8/3P4/P3PRPq/2R4P/1r4K1 w - - 1 42,g1f2 h3f1,774,endgame mate mateIn1 oneMove
jpJil,r7/p3qk2/3p2p1/2pP1bB1/3b4/6Pp/P2Q3P/3R3K w - - 0 31,g5e7 f5e4 d2g2 h3g2,774,advancedPawn endgame mate mateIn2 short
nATQd,r7/P5R1/5P2/K1k5/7p/P6P/6P1/8 w - - 1 47,f6f7 a8a7,774,endgame mate mateIn1 oneMove rookEndgame
7n0O0,3k4/8/1p6/1Pp5/4pR1p/2n4P/4K3/8 w - - 6 60,e2e3 c3d5 e3e4 d5f4,775,crushing endgame fork short
TEnND,3r3k/1qr3pp/p3Q1n1/3R4/8/2p2B2/P4PPP/2R3K1 b - - 0 29,d8d5 e6e8 g6f8 e8f8,775,mate mateIn2 middlegame short
UWTCH,6k1/1bbq2pp/4rp2/pp1p3N/2pP2Q1/P1P4R/1P3PPP/R5K1 w - - 0 25,h5f4 e6e1 a1e1 d7g4,776,advantage discoveredAttack kingsideAttack middlegame short
kre7U,r1b2rk1/pp4b1/1qn1p1Q1/3pP1Np/P7/2p5/1P1N1PPP/R3R1K1 b - - 1 16,c3d2 g6h7,776,mate mateIn1 middlegame oneMove
uf0RM,8/3P3p/6pP/8/8/1pk5/7r/1K6 w - - 0 44,d7d8q h2h1 d8d1 h1d1,776,endgame mate mateIn2 queenRookEndgame short
Wfvkl,r4r2/p1p1N2k/Pp1p3b/1P2n1p1/1BP1Pp1p/5P1q/2Q3R1/3B1R1K w - - 6 33,g2h2 h3f1,777,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
lFsyF,1r1rb2k/1R4p1/p1p4p/8/3PQPP1/2N4P/8/qB4K1 b - - 6 32,a1c3 e4h7,777,mate mateIn1 middlegame oneMove
r9lDv,1k1rr3/pp5p/3b2p1/5p2/3R4/4N3/1BB2PPP/2K5 b - - 1 30,d6e5 d4d8 e8d8 b2e5,777,crushing discoveredAttack master middlegame short
AMV14,3Q4/1p3rkp/p1b2rp1/5p2/2B1pq2/P3R2R/1P5P/7K w - - 8 35,c4f7 f4f1,778,mate mateIn1 middlegame oneMove
Ia7se,r6r/p3kp1p/3n2p1/2P5/4P1P1/P3Q2P/1b6/2KR1R2 w - - 0 24,c1b2 d6c4 b2c3 c4e3 f1f7 e7f7,778,advantage endgame fork long
p7TIa,2r5/pp6/3pbQ2/2b2p2/2kn4/5BP1/P6P/2BR2K1 w - - 1 33,d1d4 c5d4 f6d4 c4d4,778,advantage fork master middlegame short
R5Y8U,8/1p6/2k4r/6RP/6K1/8/8/8 b - - 0 52,b7b5 g5g6 h6g6 h5g6 b5b4 g6g7,779,advancedPawn crushing endgame long rookEndgame
cjj1s,8/2B5/8/8/6n1/7k/7P/4nNK1 w - - 30 70,c7b8 e1f3 g1h1 g4f2,779,endgame mate mateIn2 short
gcXPb,r2r2k1/5ppp/2p5/1p2P3/4q3/1Qp1PR2/P5PP/1R4K1 b - - 1 27,d8d2 b3f7 g8h8 f7f8 a8f8 f3f8,779,backRankMate endgame long mate mateIn3 sacrifice
iehzV,2b1r1k1/3p1Rp1/rp1q3p/4n3/3BP3/PpP3Q1/1P5P/2K2R2 b - - 9 30,e5f7 g3g7,779,kingsideAttack mate mateIn1 middlegame oneMove
jpoX1,5k2/1R3n1p/6p1/1B3p2/5P2/1K4PP/8/6r1 w - - 1 32,b5c4 g1b1 b3c2 b1b7,779,crushing endgame master short skewer
o2ji2,7k/5R1p/p4Np1/1p2p3/1P3r2/r3b3/4K1PP/3R4 b - - 3 38,f4f6 d1d8,779,endgame mate mateIn1 oneMove
1QjeT,rn3r1k/p4qb1/2p1p1Q1/1p2P1P1/3P1B2/2P3P1/P4PK1/7R b - - 1 25,h8g8 g6h7,780,mate mateIn1 middlegame oneMove
4uHmI,r2q1rk1/p3bppp/1p2p3/3b4/3Q4/P1B1PB2/1P3PPP/R4RK1 b - - 0 15,d5f3 d4g7,780,kingsideAttack mate mateIn1 middlegame oneMove
6DwUI,1rQ3k1/1p3ppp/3Npn2/8/1P6/P7/7q/1KR5 b - - 3 29,b8c8 c1c8 f6e8 c8e8,780,endgame mate mateIn2 short
KD6pY,5R1k/1p4pp/1p6/8/1Q6/P1P2r2/4q1PP/4R2K b - - 0 28,f3f8 b4f8,781,endgame mate mateIn1 oneMove
NAG5O,r4rk1/1b1p2pp/p7/1p1N4/2p1BP2/P7/1PP2KPP/3R4 b - - 0 23,b7d5 e4d5 g8h8 d5a8,781,advantage endgame fork short
cFfBf,6rk/6rR/3p1Q2/pp1P2P1/2p1P3/2P3PK/8/1q6 b - - 0 36,h8h7 f6h6,781,endgame mate mateIn1 oneMove
fwkHh,4n3/5kp1/8/6P1/3R1P2/4P1K1/1r6/8 b - - 0 44,e8c7 d4d7 f7g6 d7c7,781,crushing endgame fork master short
pdf76,2r3k1/4ppbp/1Q4p1/1P2p3/8/1qN1B3/5PPP/2R3K1 w - - 1 22,c3e2 c8c1 e2c1 b3d1,781,backRankMate mate mateIn2 middlegame short
ugKOP,r3r1k1/6p1/p4p2/2pqbP1p/3pN2P/P4Q2/1PP3P1/3R1R1K b - - 1 22,c5c4 e4f6 e5f6 f3d5,781,crushing discoveredAttack kingsideAttack middlegame short
JGJ0f,2k1r3/1p4R1/2p1nB2/p3P3/3P4/1P1K4/8/8 w - - 3 36,g7g2 e6f4 d3e4 f4g2,782,crushing endgame fork master short
MMmiC,r4r1k/pbp2p2/1pn1p3/3pP1NP/2PP1q1n/2P5/PRQ1BP2/4K1R1 b - - 11 22,c6e7 c2h7,782,mate mateIn1 middlegame oneMove
WOALu,q1r2bk1/2r2p1p/3p2pB/3bpN2/6R1/7Q/P4PPP/R5K1 w - - 0 27,h6f8 c7c1 a1c1 c8c1,782,mate mateIn2 middlegame short
XtKsZ,1b2r1k1/pp4p1/2pqp2p/5p2/2Pr4/7P/PPB1QPP1/3RR1K1 w - - 4 23,d1d4 d6h2 g1f1 h2h1,782,kingsideAttack mate mateIn2 middlegame short
iGPXJ,8/8/8/rR4p1/P1R2p2/5k2/r7/5K2 w - - 0 61,b5a5 a2a1 c4c1 a1c1,782,endgame mate mateIn2 rookEndgame short
oK2zX,r2q1rk1/pp3p2/2np3Q/4p1N1/4P1b1/P1N5/1PP1BP2/2KR3R b - - 0 18,d8g5 h6g5,782,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
6YDAz,2b5/1p6/p1p5/8/1P2NKp1/P6k/3P4/8 b - - 5 46,c8e6 e4g5 h3h4 g5e6,783,crushing endgame fork short
GiQGI,2k5/ppr5/8/3R1q1p/2P3rP/3P4/P4PP1/6RK w - - 0 34,d5f5 g4h4,783,endgame mate mateIn1 oneMove rookEndgame
JdCIi,4bBk1/2r5/p2p1Qp1/1p1Pp3/4P1P1/8/PP2r3/1K6 w - - 2 32,f8d6 e2e1,783,endgame master mate mateIn1 oneMove
NkqEo,2r2rk1/5B1p/2p3pQ/8/4R3/1pq2PP1/4RK1P/8 b - - 0 35,f8f7 e4e8 c8e8 e2e8 f7f8 e8f8,783,endgame killBoxMate long mate mateIn3
aziDS,8/P1RR3p/6pk/5p2/4bP2/r5P1/5K2/1r6 b - - 6 39,h6h5 d7h7 h5g4 h7h4,783,endgame master mate mateIn2 short
bwSoF,8/8/8/8/6R1/3kpp2/8/4K3 w - - 2 68,g4g3 f3f2 e1f1 d3d2 g3g5 e3e2 f1f2 e2e1q,783,advancedPawn crushing endgame exposedKing promotion rookEndgame veryLong
lSmlL,Q7/2pk1p2/1pr1p1q1/8/3P4/8/PPP2PPP/2KR3R w - - 3 26,d4d5 g6c2,783,endgame mate mateIn1 oneMove queensideAttack
xxGDL,8/8/4p2p/1p2K3/1P1B2kP/2P2N2/2r5/8 w - - 8 49,f3e1 c2e2 e5d6 e2e1,783,advantage endgame fork short
3ef1K,8/8/8/R1p2rkp/P1K5/8/8/8 w - - 0 46,a5c5 f5c5 c4c5 h5h4 a4a5 h4h3 a5a6 h3h2 a6a7 h2h1q,784,advancedPawn crushing endgame promotion quietMove rookEndgame veryLong
AMcnG,r1q2r2/pp2ppk1/2p2n1p/6N1/7R/1P1P2Pb/P1PQ1P1P/R5KB b - - 0 17,h6g5 d2g5,784,mate mateIn1 middlegame oneMove
CI4r1,r1k1q1r1/1pp1n2Q/p2pN3/8/4PP2/6P1/PPP4P/5RK1 b - - 0 24,e7c6 h7c7,784,mate mateIn1 middlegame oneMove queensideAttack
ElqgO,5Q2/p1p5/1p3pp1/1P1p2p1/P3r1nk/2P2K2/7b/8 b - - 5 37,f6f5 f8h8 g4h6 h8h6,784,endgame mate mateIn2 short
UArHL,2r2r2/pp1b3k/3q2np/2pPb3/2P1Bp2/1PN4P/P1Q2B2/3RR1K1 b - - 3 34,d7f5 e4f5 f8f5 c2f5,784,crushing master middlegame short
WWyV5,2k4r/1pp2ppp/p1p2n2/8/N1b4q/Q3B3/PPP2KPP/R2B4 w - - 3 20,f2g1 h4e1,784,mate mateIn1 middlegame oneMove
idP6Y,r3r1k1/p2bqppn/3Q3p/np6/8/P4N1P/BPP1NPP1/3RK2R w K - 1 19,d6d7 e7e2,784,mate mateIn1 middlegame oneMove
lhTqw,5rk1/6p1/p3P2p/3P1P2/1pqb2Q1/7R/P1P3R1/1K6 w - - 0 32,h3h4 c4f1 g4d1 f1d1,784,endgame mate mateIn2 short
yZKQb,6k1/pr1n1p1p/b1Q1p1pB/3p4/P2P4/5PbP/1q1N3r/RB4K1 b - - 1 28,h2d2 c6c8 d7f8 c8f8,784,kingsideAttack mate mateIn2 middlegame short
IV3yo,r4r2/pp1kb2R/2p1p1p1/q2pP3/4n3/1P2PN2/P1P1B1K1/RN1Q4 w - - 1 19,d1e1 a5e1 f3e1 f8f2,785,crushing middlegame short
heLZp,3r1r2/4k3/2Bpn3/1pp1p1pp/4N3/1PPP4/3K1P1P/R7 b - - 1 26,b5b4 a1a7 e6c7 a7c7,785,crushing endgame short
ibU1W,3r2k1/3q1pbp/p1r2np1/4p3/1Pb1N3/P3BPN1/3Q2PP/R2R2K1 b - - 3 22,f6e4 d2d7 d8d7 d1d7,785,advantage middlegame short
k3IhH,r4rk1/p1pn1p2/1p1p2p1/4pbP1/3P4/P1P2P2/2PKB2R/7R b - - 2 21,f8e8 h2h8 g8g7 h1h7,785,blindSwineMate kingsideAttack mate mateIn2 middlegame short
41VSh,5rk1/p1pq1pbp/2B3p1/4n3/8/2N3Pb/PP1PNP1P/R1BQ2KR w - - 1 15,c6d7 e5f3,786,mate mateIn1 middlegame oneMove
Ng5li,3r2k1/pp3p2/2p1pbpp/q3P3/5Q1P/7R/PPP2PP1/2K5 w - - 0 22,e5f6 a5e1,786,endgame mate mateIn1 oneMove
YyVmn,8/2R4p/P4pk1/6p1/3K4/2n3P1/7P/1r6 w - - 0 40,d4c3 b1c1 c3b4 c1c7,786,crushing endgame master rookEndgame short skewer
i0Fvi,r3kR2/p2R2p1/5pb1/1p3q2/2p5/2N4Q/PPP3PP/2K5 b - - 0 30,e8f8 h3h8,786,endgame mate mateIn1 oneMove
o8pTm,2kr4/ppp2pp1/2n2n2/4p2p/2N1P1bP/2P3P1/PP3BB1/R2rK1R1 w Q - 4 16,a1d1 d8d1,786,mate mateIn1 middlegame oneMove operaMate
pA9jp,r4rk1/4bppp/p2pp3/1p3bP1/4q3/2Q2N2/PB5P/R1R4K b - - 3 27,e7g5 c3g7,786,kingsideAttack mate mateIn1 middlegame oneMove
jQ3bf,6k1/2r2ppp/p1r5/4p3/6P1/2p3BP/PP2N3/2K4R w - - 0 25,e2c3 c6c3 b2c3 c7c3 c1d2 c3g3,787,advantage endgame fork long
08kPY,r2qnr1k/pp3N1P/5nR1/3p4/5P2/2pQ4/PP3P2/2K3R1 b - - 0 24,f8f7 g6g8 f6g8 h7g8q,788,advancedPawn mate mateIn2 middlegame promotion short
4hp8Q,3Q4/5pkp/2p1p1p1/R7/3P4/2PQ4/5PPP/3rqNK1 w - - 1 29,d3e3 e1f1,788,endgame mate mateIn1 oneMove
6FxSp,Q7/2pkp3/6p1/2Prq2r/5p2/4pP2/PP2R2P/1K1R4 w - - 0 31,a8d5 e5d5 d1d5 h5d5,788,advantage endgame master short
7KcCT,rnb2knr/ppQp1ppp/5q2/2P5/8/2N5/PPP2P1P/R1B1KB2 b Q - 0 10,f6c6 c7d8,788,mate mateIn1 oneMove opening
BH3We,R7/1p3p1k/2qB4/2P4n/2Pp1Pp1/3P2Pp/7P/3Qr1K1 w - - 4 40,d1e1 c6g2,788,endgame master mate mateIn1 oneMove
DRael,rn2r2k/3bq1p1/p2p2p1/2pP2N1/2p2P2/P1P1P3/1B3K2/R6Q b - - 1 27,h8g8 h1h7 g8f8 h7h8,788,kingsideAttack mate mateIn2 middlegame short
KhUPH,r1bq1r2/1p1nbp1k/p1p3pp/3p4/P2P3B/2N1PN2/1PQ2PPP/R4RK1 w - - 0 14,f1e1 e7h4 f3h4 d8h4,788,crushing middlegame short
ObiJx,r1bq1rk1/ppppnpp1/2n5/2b1P1NQ/3p4/8/PPP2PPP/RNB2RK1 b - - 3 9,f7f6 h5h7,788,mate mateIn1 oneMove opening
bfzKw,r3k2r/pp1n1p1p/2p1pp2/5P2/3Pb1B1/2P3qP/PP4P1/R1BQ1R1K w kq - 1 18,c1f4 g3g2,788,kingsideAttack mate mateIn1 middlegame oneMove
4OIg7,r1b2q1k/p5pp/1p3p2/2p5/3nP3/3P2Q1/P5PP/1R1B1RK1 w - - 0 23,d1b3 d4e2 g1h1 e2g3,789,crushing fork middlegame short
8YW36,r1rR2k1/pp3p1p/4N1p1/8/8/P1Q2P2/qPK3PP/7R b - - 2 25,c8d8 c3g7,789,endgame mate mateIn1 oneMove
ALvWv,1r3rk1/pb3ppp/2n1p3/1pp1P1B1/8/6P1/PPP2PBP/3R1RK1 w - - 1 16,g5e7 c6e7 g2b7 b8b7,789,crushing hangingPiece middlegame short
JeTSd,r7/nqQ5/4bpk1/1N2p1p1/2Pp4/3P4/3BPP2/2K4R b - - 0 40,b7c7 b5c7 a8c8 c7e6,789,crushing fork middlegame short
Kh4FT,3r2k1/p2n1pp1/1p3B1p/2p5/4q3/1P4Pb/P1P1N2P/1R2QRK1 w - - 1 22,f1f4 e4g2,789,mate mateIn1 middlegame oneMove
c6bPg,r1bq2k1/1p3ppp/2ppn3/8/2P2N2/4Q1PB/5P1P/4R1K1 b - - 5 22,e6f4 e3e8 d8e8 e1e8,789,backRankMate mate mateIn2 middlegame short
iC81S,6k1/1p3pp1/p6R/2p2q2/8/P5QP/KPR3P1/3r4 b - - 2 28,f5c2 g3b8 d1d8 b8d8,789,endgame mate mateIn2 short
9pwPa,5r2/pp1B2R1/8/3p4/3P1k2/2PK1p2/PP2r3/8 b - - 5 43,e2b2 g7g4,790,endgame mate mateIn1 oneMove operaMate
K4Hju,r4rk1/6pp/p1N5/pn3p2/8/P3P2P/1B3PP1/3R2K1 b - - 3 25,a8c8 c6e7 g8f7 e7c8,790,advantage endgame fork short
LSFht,8/p4k2/1p2p1p1/3nB2p/3P3P/1P3KP1/P3RP2/2r5 w - - 0 39,f3e4 d5c3 e4d3 c3e2,790,advantage endgame fork master short
Y57sv,r3r2k/pRq3p1/5p1p/2bBn2R/P6Q/6P1/P1P4P/7K b - - 1 29,c7d6 h5h6 g7h6 h4h6,790,kingsideAttack mate mateIn2 middlegame sacrifice short
d9Yu4,4rk2/8/pQ1p2rp/1p1q4/1P2p1P1/2P2p2/P2K1P1P/2RR4 w - - 0 35,d2c2 d5a2,790,endgame epauletteMate mate mateIn1 oneMove
uIBy0,8/2bk4/8/3KN3/1p3p2/5P2/P7/8 b - - 0 49,c7e5 d5e5 d7c6 e5f4,790,crushing endgame master masterVsMaster short
CGDfg,r1b2rk1/ppp2ppp/4q3/2b1P1B1/1n6/3B1N2/PPPQ2PP/1K1R3R w - - 11 13,a2a3 e6a2 b1c1 a2a1,791,mate mateIn2 middlegame queensideAttack short
SkWcg,5rk1/p4pp1/2p4p/3pP1q1/P1nP1n2/8/3N1PPP/1N1Q1RK1 w - - 1 22,d2c4 g5g2,791,kingsideAttack mate mateIn1 middlegame oneMove
WcYAL,6rk/5R1p/p1n1pP2/6P1/pP5q/P1p5/2P3R1/6K1 b - - 6 34,g8g5 f7f8 g5g8 g2g8,791,endgame mate mateIn2 short
mnzAW,r2k3r/pbp2ppp/3b4/1B2pq2/3P4/3P2Pn/PP3P1P/RNBQRK2 w - - 1 15,d4e5 f5f2,791,mate mateIn1 middlegame oneMove
r7WI9,1k1b4/8/4P3/3n4/2PPQ1q1/P4p1p/1P3P2/2R1RK2 w - - 0 39,c4d5 g4g2,791,endgame mate mateIn1 oneMove
wdyM3,r4rk1/pp1b1ppp/3b4/6Q1/P2P4/5NnP/1P1B1PP1/R4qKR w - - 11 21,a1f1 g3e2,791,mate mateIn1 middlegame oneMove
2KGmG,8/p3Rpkp/1p5N/5PPp/1P1P1K2/P5P1/b7/2r5 w - - 3 45,e7e8 c1f1 f4e3 f1e1,792,advantage endgame master short
4JhwU,6k1/2p1q3/1p1p2p1/pP1Pp1P1/1n2P3/1P2Q2B/1P1K4/8 b - - 0 27,e7f7 h3e6 g8g7 e6f7,792,crushing endgame master masterVsMaster pin short
4uvDW,8/4npBp/pp2k3/3p4/1P6/P3KN2/6P1/8 w - - 3 40,e3d4 e7f5 d4d3 f5g7,792,crushing endgame fork short
IBY1Z,6Q1/8/2p1kp2/1p2p3/8/6PP/P2q1P1K/8 b - - 2 46,e6d6 g8d8 d6c5 d8d2,792,crushing endgame master queenEndgame short skewer
w1Os7,3r2k1/3b1p2/Q3pqpp/8/3N4/4P1P1/Pr3PP1/1BRR2K1 w - - 0 24,c1c7 f6f2 g1h2 f2g2,792,kingsideAttack mate mateIn2 middlegame short
zG4si,5rk1/pp1q2pp/8/3pR2N/6Q1/4n3/P4rPP/R5K1 w - - 1 24,g4d7 f2f1 a1f1 f8f1,792,mate mateIn2 middlegame short
92eBK,1r2q2r/kRpbb1p1/p2p3p/Q2Pp3/2P1PpPP/R4P1N/PP4B1/2K5 b - - 0 26,b8b7 a5a6 a7b8 a6a8,793,mate mateIn2 middlegame short
B6Z4y,5r1k/5p2/p2q3p/2p2Q2/3p3R/3P3P/PrP2PP1/4R1K1 w - - 4 27,e1e4 b2b1 e4e1 b1e1,793,endgame mate mateIn2 short
Cmung,4r1k1/p7/6r1/2p3p1/5pR1/1P3B2/P4PP1/2R3K1 w - - 0 28,c1c5 e8e1 g1h2 g6h6 g4h4 h6h4,793,endgame long mate mateIn3
FUfzk,1k4rr/p7/4p3/1p1nP3/1B1p1PPp/P6K/1P5R/R7 w - - 0 35,a1d1 d5f4,793,endgame master mate mateIn1 oneMove
OX3Rp,8/2k5/p5b1/1pP5/3P2r1/4P3/P4PB1/2R3K1 w - - 1 46,g1f1 g6d3 f1e1 g4g2,793,advantage deflection endgame short
VZ1uE,5rk1/ppp2pp1/3b3p/3RpBq1/4P1Q1/2P5/PP3PPP/6K1 w - - 3 22,g4h3 g5c1 d5d1 c1d1,793,backRankMate endgame mate mateIn2 short
YqrOF,6rk/prpR4/p2bR3/8/5p1p/1P3P2/P1P2P1B/5K2 b - - 5 26,b7b5 e6h6,793,endgame mate mateIn1 oneMove
aqu8K,8/1r6/6p1/2k2Pp1/2p5/5K1P/8/4R3 b - - 0 64,c5b4 e1b1 b4a3 b1b7,793,crushing endgame master masterVsMaster rookEndgame short skewer
dMFs2,2k1rb2/1pp2p2/p3p1qp/2n1P1p1/2P3P1/P1N1B2P/1P2QP2/K2R4 w - - 0 21,e2d2 c5b3 a1a2 b3d2,793,crushing fork master middlegame short
ici3M,r2qrbk1/1p3pB1/2p1bPpQ/p3n2p/B2pP3/P6P/1PPN2P1/R4R1K b - - 3 21,f8g7 h6g7,793,kingsideAttack master mate mateIn1 middlegame oneMove
1O8O1,5r2/4Bpbk/6pp/3pP3/p1pP2B1/P5QR/2q2rPP/3R3K w - - 4 31,e7f8 c2d1 g4d1 f2f1,794,backRankMate mate mateIn2 middlegame sacrifice short
7cWP3,2r3k1/5ppp/4p3/q5P1/4PP1P/KPn5/2PQB3/3R3R w - - 1 31,a3b2 a5a2 b2c1 a2a1,794,mate mateIn2 middlegame short
8eMdQ,8/2Q2p2/p3pk2/2p4p/7P/8/PPb2q2/K1R5 w - - 3 35,b2b3 f2d4,794,endgame master mate mateIn1 oneMove
CcyYo,1n5k/p5pp/b7/3Q2p1/1pPP4/3KN2q/PP3r2/R1B5 b - - 6 30,f2f3 d5d8 f3f8 d8f8,794,fork mate mateIn2 middlegame short
DAzHx,3r1rk1/2p3p1/1p6/p2pP3/P2P1P2/1P3QPp/2q4P/1R3RK1 w - - 0 32,f3h5 c2g2,794,endgame mate mateIn1 oneMove
HYWVr,5r1k/pp4rp/3p3p/2nP4/1PQ2Pbq/2P3P1/P1B4P/4R1RK w - - 0 30,g3h4 g4f3 g1g2 f3g2,794,crushing kingsideAttack middlegame short
VDTFQ,2kr3r/ppp1R1p1/8/4Np1p/3P1b1q/2N5/PPQ3PP/5R1K w - - 2 27,f1f4 h4e1 f4f1 e1f1,794,kingsideAttack mate mateIn2 middlegame short
WpKdQ,1r3rk1/3R1ppp/p7/3B4/1P6/2n1P2P/5PP1/1R4K1 w - - 7 30,b1c1 c3e2 g1h2 e2c1,794,advantage endgame fork master short
hZK5p,2R1b1k1/1q3ppp/p3p3/3p4/4n3/6PP/PP3Q2/3R2K1 b - - 0 30,e4f2 c8e8,794,backRankMate endgame hangingPiece mate mateIn1 oneMove
us6jv,6k1/pp3ppp/4p3/1Q6/Pn6/1q3P2/2rr2PP/2R1R1K1 b - - 1 32,c2c1 b5e8,794,endgame mate mateIn1 oneMove
vOGYU,8/5pkp/2QP1qp1/2p5/2P2b2/5B2/5PP1/6K1 w - - 1 36,d6d7 f6a1 f3d1 a1d1,794,endgame mate mateIn2 short
0AV7Z,6k1/p5p1/5p2/4p3/Q3R3/2PP4/PKP2qr1/8 b - - 6 50,f2d2 a4e8 g8h7 e4h4,795,crushing endgame master short
EOq1e,r4rk1/2q2pp1/p1n5/1p4NQ/3P4/P1P1P3/5PPP/2R1K2n b - - 3 20,f7f6 h5h7,795,mate mateIn1 middlegame oneMove
FbR1c,5r1k/1N4pp/3p4/8/8/Q1P2P1P/PP2b1PK/3q4 b - - 1 29,f8f3 a3a8 f3f8 a8f8,795,endgame mate mateIn2 short
MgrM7,r1b3k1/2q2pp1/p3pn1p/1p2N3/8/2N5/PPQ2PPP/3R2K1 b - - 2 26,c7e5 d1d8 f6e8 d8e8,795,kingsideAttack mate mateIn2 middlegame short
m4BNd,8/4k1p1/3pBp1p/2nP4/4PP1P/4K3/5P2/8 b - - 0 48,c5e6 d5e6 e7e6 f4f5,795,attraction crushing endgame short
yoFut,r1b1k1nr/ppqp1Q1p/8/4p3/2BnP3/8/PPPP1bPP/R1BK2NR b kq - 0 9,e8d8 f7f8,795,mate mateIn1 oneMove opening
zAHfE,7k/6p1/2p2p1p/Q7/4P3/1q1P4/1P4PP/7K w - - 0 30,a5c3 b3d1 c3e1 d1e1,795,backRankMate endgame mate mateIn2 queenEndgame short
2Aglw,r3qr1k/pppnn2p/3p1p1B/8/4P1Q1/2N2R2/PPP3PP/R5K1 b - - 1 17,d7e5 g4g7,796,mate mateIn1 middlegame oneMove
TY0X6,2b2rk1/1R4p1/p5Qp/2ppPpN1/1n5P/2q5/P2N1PP1/6K1 b - - 1 24,c8b7 g6h7,796,mate mateIn1 middlegame oneMove
V33vn,r1Bq3r/ppk1bQpp/2n2n2/6N1/4p3/6P1/PP1PPP1P/R1B1K2R b KQ - 0 12,a8c8 g5e6 c7b8 e6d8,796,advantage fork middlegame short
hsrVt,2B5/8/8/5p2/8/4PKpk/8/8 w - - 2 62,c8f5 h3h2 f3e4 g3g2 e4f4 g2g1q,796,advancedPawn bishopEndgame crushing endgame long master promotion
ouwj8,2kr1bn1/pp3pp1/4p3/2P5/2p5/8/PP3PP1/RNB2KN1 w - - 0 18,c1e3 d8d1 f1e2 d1g1,796,advantage deflection middlegame short skewer
vzRwA,6k1/r1p2pp1/1q1p3p/3P4/P1Q5/7P/R4PP1/6K1 w - - 5 34,c4c3 b6b1 g1h2 b1a2,796,crushing endgame fork short
FzRKy,r4rk1/4q1p1/1p5p/4pN2/3pNnQ1/3P3P/2P3PK/5R2 b - - 1 28,e7e6 g4g7,797,mate mateIn1 middlegame oneMove
GkNHJ,r4rk1/pp2pp1p/3p2p1/6Bq/N5n1/1P6/P1NQP1B1/2R2RK1 w - - 0 24,c2d4 h5h2,797,mate mateIn1 middlegame oneMove
RgIbU,1R6/1p2Npkp/3pn1p1/6P1/4P2P/1P3PK1/1Pr5/8 b - - 0 26,c2b2 b8g8,797,endgame epauletteMate mate mateIn1 oneMove
XbH89,2r5/k4pr1/Pp6/4P3/8/2P2QNq/5P2/R5K1 b - - 2 33,c8h8 f3b7,797,endgame mate mateIn1 oneMove
rxqGv,r3kb1r/pp3pp1/2n1p1p1/3pN3/5q2/1P6/P2NQPPP/R4RK1 w kq - 0 15,e5c6 f4h2,797,kingsideAttack master mate mateIn1 middlegame oneMove
tTSmr,8/p2r3p/1p1q3k/6p1/P6P/4Q1P1/1P4BK/8 b - - 0 43,d7e7 e3g5,797,endgame master mate mateIn1 oneMove
xIvrS,2kr4/ppp1n2Q/4P1p1/2b5/5B2/6nN/PPP5/2K5 w - - 0 25,f4g3 c5e3 c1b1 d8d1,797,backRankMate endgame mate mateIn2 short
21I1m,2r1r1k1/1b3N1p/p4q1B/1p2np2/1n6/1B6/PP2Q1PP/R3R1K1 b - - 0 26,e5f7 e2e8 c8e8 e1e8,798,kingsideAttack mate mateIn2 middlegame pillsburysMate pin short
F41qz,r1bR4/pp4bk/4p2p/1Nq2pp1/2P1n3/5P2/PPQ1B1PP/3R2K1 w - - 1 24,g1f1 c5f2,798,mate mateIn1 middlegame oneMove
J42Xc,8/pB2p2k/4p3/4Pp2/1Pn3rP/8/P1P5/1K1R4 w - - 0 33,d1d7 g4g1 d7d1 g1d1,798,endgame master mate mateIn2 short
ZJsYw,Q1R2rk1/p5p1/4pq1p/3p1pN1/8/8/P4PPP/4R1K1 w - - 0 21,e1e6 f6a1 c8c1 a1c1 e6e1 c1e1,798,endgame fork long mate mateIn3
ol9hE,r5rk/1p1b4/p1p1p1qp/4Pp2/1P1P1Q1P/P1R3P1/5P1K/5R2 b - - 3 28,g6g4 f4h6,798,kingsideAttack master mate mateIn1 middlegame oneMove
xNadq,8/5Qpk/p4p1p/4pn2/1p4N1/7P/1Pq3P1/6K1 b - - 5 43,f5h4 g4f6 h7h8 f7f8,798,endgame mate mateIn2 pin short
1rOFB,1k6/pp5p/3p1P2/3P4/8/1qp5/6PP/5R1K b - - 0 30,c3c2 f6f7 b8c7 f7f8q,799,advancedPawn advantage endgame promotion queenRookEndgame short
3WTBo,6k1/p5p1/4r2p/3Q4/5p2/2B4q/PP2PR2/7K w - - 2 32,f2h2 h3f1,799,endgame master mate mateIn1 oneMove
XbxYt,8/1b3nkp/1p1p1np1/pNp3q1/P1P5/1PQB3P/5PP1/4R1K1 w - - 4 31,e1e7 g5g2,799,kingsideAttack mate mateIn1 middlegame oneMove
